"dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
15488,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14,45,59
15488,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48
15488,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,6,12,18
15488,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2,4,6
15488,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9
15488,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,6,14,20
15488,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,24,43,67
15488,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0,62,93,155
15488,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0,121,142,263
15488,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0,189,175,364
15488,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,254,222,476
15488,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,233,292,525
15488,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556
15488,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,238,227,465
15488,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460
15488,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,223,278,501
15488,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,158,247,405
15488,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,132,251,383
15488,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,148,247,395
15488,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,114,203,317
15488,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,66,181,247
15488,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157
15488,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,22,60,82
15489,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,12,33,45
15489,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,1,13,14
15489,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,0,8,8
15489,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,1,2,3
15489,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,0,5,5
15489,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,1,32,33
15489,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,9,145,154
15489,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,19,431,450
15489,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,46,588,634
15489,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,26,231,257
15489,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,67,116,183
15489,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,50,147,197
15489,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,56,181,237
15489,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,239
15489,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,80,158,238
15489,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,71,185,256
15489,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393
15489,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,107,674,781
15489,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,78,632,710
15489,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,69,457,526
15489,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,36,168,204
15489,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,3,68,71
15489,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2,53,55
15489,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0,10,40,50
15490,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36
15490,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,0,4,4
15490,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5
15490,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5
15490,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6,6
15490,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,1,40,41
15490,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144
15490,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,14,469,483
15490,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671
15490,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305
15490,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,39,138,177
15490,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,53,155,208
15490,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0,33,220,253
15490,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0,53,236,289
15490,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,44,208,252
15490,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275
15490,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,46,352,398
15490,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839
15490,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796
15490,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,50,506,556
15490,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,57,374,431
15490,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304
15490,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,26,191,217
15490,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160
15491,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,13,48,61
15491,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,4,22,26
15491,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,6,8,14
15491,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,0,8,8
15491,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0,0,8,8
15491,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,1,32,33
15491,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,7,171,178
15491,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,18,489,507
15491,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,18,675,693
15491,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,47,264,311
15491,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,65,155,220
15491,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,65,153,218
15491,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,62,230,292
15491,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,77,216,293
15491,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,61,193,254
15491,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,81,209,290
15491,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,103,384,487
15491,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,85,742,827
15491,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,85,700,785
15491,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,104,487,591
15491,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,88,391,479
15491,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,41,318,359
15491,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,43,221,264
15491,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,26,114,140
15492,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,10,76,86
15492,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,0,34,34
15492,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16
15492,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4
15492,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,1,5,6
15492,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,4,41,45
15492,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,5,136,141
15492,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,33,369,402
15492,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,19,675,694
15492,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,24,274,298
15492,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,49,155,204
15492,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836,42,193,235
15492,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,72,238,310
15492,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,76,240,316
15492,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836,55,199,254
15492,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,45,213,258
15492,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,36,186,222
15492,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,25,202,227
15492,2,1,6,18,0,5,1,3,0.62,0.5606,0.88,0.3582,10,100,110
15492,2,1,6,19,0,5,1,3,0.62,0.5606,0.88,0.3582,4,41,45
15492,2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,1,38,39
15492,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537,12,73,85
15492,2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343,1,22,23
15492,2,1,6,23,0,5,1,3,0.6,0.5455,0.88,0.1343,6,67,73
15493,2,1,6,0,0,6,0,2,0.56,0.5303,0.83,0.1343,5,81,86
15493,2,1,6,1,0,6,0,2,0.56,0.5303,0.83,0.1045,15,61,76
15493,2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0,3,38,41
15493,2,1,6,3,0,6,0,1,0.56,0.5303,0.73,0.2537,8,18,26
15493,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836,2,11,13
15493,2,1,6,5,0,6,0,1,0.5,0.4848,0.72,0.194,1,11,12
15493,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194,5,31,36
15493,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045,9,77,86
15493,2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642,30,180,210
15493,2,1,6,9,0,6,0,1,0.56,0.5303,0.6,0.2537,89,243,332
15493,2,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985,145,348,493
15493,2,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836,179,357,536
15493,2,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582,250,418,668
15493,2,1,6,13,0,6,0,1,0.62,0.6212,0.41,0.2537,279,400,679
15493,2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,259,388,647
15493,2,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537,297,405,702
15493,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,275,369,644
15493,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0,248,338,586
15493,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0,171,341,512
15493,2,1,6,19,0,6,0,1,0.64,0.6212,0.36,0.1642,185,369,554
15493,2,1,6,20,0,6,0,1,0.62,0.6212,0.35,0.2836,139,260,399
15493,2,1,6,21,0,6,0,1,0.6,0.6212,0.4,0.1045,96,220,316
15493,2,1,6,22,0,6,0,1,0.58,0.5455,0.46,0.1343,52,176,228
15493,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045,53,185,238
15494,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,27,142,169
15494,2,1,6,1,0,0,0,1,0.54,0.5152,0.56,0.1343,21,100,121
15494,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045,22,67,89
15494,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,16,34,50
15494,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896,1,12,13
15494,2,1,6,5,0,0,0,1,0.5,0.4848,0.68,0,1,11,12
15494,2,1,6,6,0,0,0,1,0.46,0.4545,0.82,0.1045,6,16,22
15494,2,1,6,7,0,0,0,1,0.5,0.4848,0.68,0.1045,6,29,35
15494,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896,30,110,140
15494,2,1,6,9,0,0,0,1,0.6,0.6212,0.46,0.194,70,230,300
15494,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239,127,277,404
15494,2,1,6,11,0,0,0,1,0.64,0.6212,0.41,0.2537,199,312,511
15494,2,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985,276,408,684
15494,2,1,6,13,0,0,0,1,0.68,0.6364,0.36,0.2836,265,421,686
15494,2,1,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284,267,411,678
15494,2,1,6,15,0,0,0,1,0.7,0.6364,0.34,0,236,408,644
15494,2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985,226,436,662
15494,2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,192,386,578
15494,2,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537,153,343,496
15494,2,1,6,19,0,0,0,1,0.68,0.6364,0.34,0.2836,116,337,453
15494,2,1,6,20,0,0,0,1,0.66,0.6212,0.39,0.194,84,230,314
15494,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642,66,180,246
15494,2,1,6,22,0,0,0,1,0.62,0.6212,0.5,0.3881,61,165,226
15494,2,1,6,23,0,0,0,1,0.58,0.5455,0.53,0.1045,26,82,108
15495,2,1,6,0,0,1,1,1,0.58,0.5455,0.53,0,11,38,49
15495,2,1,6,1,0,1,1,3,0.56,0.5303,0.6,0.1642,4,10,14
15495,2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239,1,10,11
15495,2,1,6,3,0,1,1,2,0.56,0.5303,0.6,0.1642,0,5,5
15495,2,1,6,4,0,1,1,1,0.54,0.5152,0.64,0.0896,2,6,8
15495,2,1,6,5,0,1,1,1,0.52,0.5,0.68,0,2,33,35
15495,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0,4,135,139
15495,2,1,6,7,0,1,1,1,0.56,0.5303,0.6,0.2239,13,504,517
15495,2,1,6,8,0,1,1,1,0.6,0.6212,0.49,0.2239,22,643,665
15495,2,1,6,9,0,1,1,1,0.62,0.6212,0.43,0.2836,38,244,282
15495,2,1,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627,67,120,187
15495,2,1,6,11,0,1,1,1,0.64,0.6212,0.38,0.4925,71,168,239
15495,2,1,6,12,0,1,1,1,0.64,0.6212,0.41,0.4478,62,220,282
15495,2,1,6,13,0,1,1,1,0.64,0.6212,0.41,0.3582,85,189,274
15495,2,1,6,14,0,1,1,1,0.62,0.6212,0.41,0.4925,84,186,270
15495,2,1,6,15,0,1,1,1,0.66,0.6212,0.39,0.2985,77,215,292
15495,2,1,6,16,0,1,1,1,0.66,0.6212,0.39,0.4627,73,375,448
15495,2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,101,733,834
15495,2,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,103,719,822
15495,2,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,91,554,645
15495,2,1,6,20,0,1,1,1,0.6,0.6212,0.4,0.3582,71,390,461
15495,2,1,6,21,0,1,1,1,0.58,0.5455,0.49,0.2537,40,225,265
15495,2,1,6,22,0,1,1,1,0.56,0.5303,0.52,0.2836,41,127,168
15495,2,1,6,23,0,1,1,1,0.58,0.5455,0.49,0.2985,8,78,86
15496,2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179,6,28,34
15496,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284,2,18,20
15496,2,1,6,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,8,8
15496,2,1,6,3,0,2,1,3,0.5,0.4848,0.82,0.194,0,5,5
15496,2,1,6,4,0,2,1,3,0.5,0.4848,0.82,0.194,1,4,5
15496,2,1,6,5,0,2,1,3,0.48,0.4697,0.82,0.1642,1,35,36
15496,2,1,6,6,0,2,1,1,0.48,0.4697,0.82,0.2537,7,177,184
15496,2,1,6,7,0,2,1,1,0.48,0.4697,0.77,0.2985,29,540,569
15496,2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,30,680,710
15496,2,1,6,9,0,2,1,2,0.52,0.5,0.72,0.2537,50,285,335
15496,2,1,6,10,0,2,1,2,0.52,0.5,0.63,0.2985,58,118,176
15496,2,1,6,11,0,2,1,2,0.56,0.5303,0.56,0.194,65,162,227
15496,2,1,6,12,0,2,1,2,0.54,0.5152,0.56,0.2239,45,202,247
15496,2,1,6,13,0,2,1,2,0.6,0.6212,0.46,0.1642,66,201,267
15496,2,1,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642,82,194,276
15496,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,54,218,272
15496,2,1,6,16,0,2,1,1,0.6,0.6212,0.43,0.194,91,382,473
15496,2,1,6,17,0,2,1,1,0.6,0.6212,0.43,0,86,764,850
15496,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,111,679,790
15496,2,1,6,19,0,2,1,1,0.58,0.5455,0.46,0.2537,68,445,513
15496,2,1,6,20,0,2,1,1,0.56,0.5303,0.49,0.2239,44,371,415
15496,2,1,6,21,0,2,1,1,0.54,0.5152,0.56,0.1642,30,253,283
15496,2,1,6,22,0,2,1,1,0.56,0.5303,0.52,0.1045,22,171,193
15496,2,1,6,23,0,2,1,1,0.54,0.5152,0.56,0.0896,20,93,113
15497,2,1,6,0,0,3,1,1,0.52,0.5,0.59,0.0896,3,46,49
15497,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0,6,21,27
15497,2,1,6,2,0,3,1,1,0.5,0.4848,0.68,0,4,7,11
15497,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0,0,8,8
15497,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045,3,7,10
15497,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0,1,37,38
15497,2,1,6,6,0,3,1,1,0.48,0.4697,0.77,0,7,165,172
15497,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0,16,531,547
15497,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0,31,637,668
15497,2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896,35,268,303
15497,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896,55,148,203
15497,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896,65,161,226
15497,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0,80,235,315
15497,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896,73,230,303
15497,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0,111,191,302
15497,2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0,75,225,300
15497,2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343,107,345,452
15497,2,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343,72,652,724
15497,2,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.194,94,688,782
15497,2,1,6,19,0,3,1,1,0.56,0.5303,0.73,0.2985,52,486,538
15497,2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836,59,349,408
15497,2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642,38,260,298
15497,2,1,6,22,0,3,1,1,0.52,0.5,0.77,0.0896,27,221,248
15497,2,1,6,23,0,3,1,1,0.52,0.5,0.77,0,13,110,123
15498,2,1,6,0,0,4,1,1,0.52,0.5,0.77,0.1343,9,50,59
15498,2,1,6,1,0,4,1,1,0.52,0.5,0.77,0.1642,5,17,22
15498,2,1,6,2,0,4,1,1,0.52,0.5,0.77,0.0896,0,12,12
15498,2,1,6,3,0,4,1,1,0.5,0.4848,0.77,0.1045,0,5,5
15498,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6,6
15498,2,1,6,5,0,4,1,1,0.48,0.4697,0.82,0.0896,0,34,34
15498,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,5,165,170
15498,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,20,506,526
15498,2,1,6,8,0,4,1,1,0.52,0.5,0.77,0,20,661,681
15498,2,1,6,9,0,4,1,1,0.58,0.5455,0.68,0,37,300,337
15498,2,1,6,10,0,4,1,1,0.6,0.6061,0.64,0.0896,56,154,210
15498,2,1,6,11,0,4,1,1,0.66,0.6212,0.47,0.2239,67,170,237
15498,2,1,6,12,0,4,1,1,0.7,0.6364,0.42,0,62,274,336
15498,2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836,65,250,315
15498,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537,67,198,265
15498,2,1,6,15,0,4,1,1,0.74,0.6515,0.3,0,99,234,333
15498,2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239,77,389,466
15498,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,91,778,869
15498,2,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,110,703,813
15498,2,1,6,19,0,4,1,1,0.7,0.6364,0.34,0.2836,65,537,602
15498,2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985,76,402,478
15498,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,30,283,313
15498,2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,35,193,228
15498,2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177
15499,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,18,59,77
15499,2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,4,25,29
15499,2,1,6,2,0,5,1,1,0.56,0.5303,0.56,0,2,17,19
15499,2,1,6,3,0,5,1,1,0.54,0.5152,0.6,0.0896,0,8,8
15499,2,1,6,4,0,5,1,1,0.52,0.5,0.63,0,1,9,10
15499,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,1,28,29
15499,2,1,6,6,0,5,1,1,0.52,0.5,0.68,0.0896,8,131,139
15499,2,1,6,7,0,5,1,1,0.52,0.5,0.72,0.1045,19,409,428
15499,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663,700
15499,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,47,335,382
15499,2,1,6,10,0,5,1,1,0.66,0.6212,0.47,0.2537,62,187,249
15499,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264
15499,2,1,6,12,0,5,1,1,0.72,0.6515,0.39,0.3284,89,280,369
15499,2,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537,129,287,416
15499,2,1,6,14,0,5,1,1,0.76,0.6667,0.31,0.3881,128,245,373
15499,2,1,6,15,0,5,1,1,0.76,0.6667,0.29,0.2836,98,299,397
15499,2,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985,111,412,523
15499,2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,793
15499,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,723
15499,2,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239,95,460,555
15499,2,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343,117,291,408
15499,2,1,6,21,0,5,1,1,0.7,0.6364,0.37,0.1343,83,256,339
15499,2,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045,61,230,291
15499,2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215
15500,2,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206
15500,2,1,6,1,0,6,0,1,0.64,0.6212,0.53,0.0896,34,89,123
15500,2,1,6,2,0,6,0,1,0.64,0.6212,0.5,0.2239,21,68,89
15500,2,1,6,3,0,6,0,1,0.62,0.6212,0.57,0,12,28,40
15500,2,1,6,4,0,6,0,1,0.62,0.6212,0.57,0,2,6,8
15500,2,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19
15500,2,1,6,6,0,6,0,1,0.56,0.5303,0.64,0.1045,17,63,80
15500,2,1,6,7,0,6,0,1,0.58,0.5455,0.64,0.1045,26,61,87
15500,2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,244
15500,2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,99,241,340
15500,2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466
15500,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0,218,351,569
15500,2,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537,196,335,531
15500,2,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,236,349,585
15500,2,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593
15500,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555
15500,2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534
15500,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0,238,257,495
15500,2,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239,175,276,451
15500,2,1,6,19,0,6,0,1,0.8,0.697,0.29,0.1642,128,232,360
15500,2,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239,125,238,363
15500,2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194,105,211,316
15500,2,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642,63,151,214
15500,2,1,6,23,0,6,0,1,0.68,0.6364,0.61,0.1642,69,161,230
15501,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158
15501,2,1,6,1,0,0,0,1,0.64,0.6061,0.73,0.1343,32,84,116
15501,2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73
15501,2,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045,6,23,29
15501,2,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10
15501,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,3,10,13
15501,2,1,6,6,0,0,0,1,0.62,0.5909,0.73,0,3,27,30
15501,2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,21,41,62
15501,2,1,6,8,0,0,0,1,0.64,0.6061,0.73,0.0896,59,122,181
15501,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0,91,175,266
15501,2,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413
15501,2,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,184,315,499
15501,2,1,6,12,0,0,0,1,0.82,0.7121,0.3,0,173,329,502
15501,2,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,204,288,492
15501,2,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343,186,314,500
15501,2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316,475
15501,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335,508
